idClienteEprinsa,Año,Identificador,Tipología,Tema,FechaEntrada,CanalRecepción,Municipio,FECHA_CORTE,ANIO,MES,TURNO,SEMANA,INCIDENCIAS,DOMINGO,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,TOTAL,País,Vacunados,%
1058,2023,INC/0493/2023/1058,Incidencia,Energia,2023-01-14 07:05:32,automatic,RUTE,2023-09-30,2023.0,9.0,TARDE,4.0,Alteracion Orden Público,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,República Centroafricana,1 300 418,23.83
1053,2023,INC/0462/2023/1053/COR,Incidencia,Energia,2023-01-21 07:03:22,automatic,POSADAS,2023-09-30,2023.0,9.0,TARDE,4.0,Zona Rígida,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,Eslovenia,1 265 802,59.72
1058,2023,INC/0712/2023/1058,Incidencia,Energia,2023-01-16 07:00:22,automatic,RUTE,2023-09-30,2023.0,9.0,TARDE,4.0,Pérdida de Personas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baréin,1 239 164,84.68
1053,2023,INC/0487/2023/1053/COR,Incidencia,Energia,2023-01-21 07:03:33,automatic,POSADAS,2023-09-30,2023.0,9.0,TARDE,4.0,Meretricio,13.0,1.0,3.0,12.5,13.0,3.0,3.0,50.0,Armenia,1 128 072,38.01
1041,2023,INC/0030/2023/1041,Incidencia,Energia,2023-01-17 07:00:15,automatic,MONTEMAYOR,2023-09-30,2023.0,9.0,TARDE,4.0,Consumo Bebidas Alcohólicas - drogas,6.0,1.0,1.0,1.0,0.0,2.0,1.0,12.0,Moldavia,1 081 073,26.87
1055,2023,INC/0026/2023/1055,Incidencia,Energia,2023-01-11 07:01:16,automatic,PRIEGO DE CÓRDOBA,2023-09-30,2023.0,9.0,TARDE,4.0,Indigentes ,3.0,7.0,1.0,1.0,0.0,3.0,2.0,17.0,Mauricio,1 021 934,78.68
1050,2023,INC/0009/2023/1050,Incidencia,Energia,2023-01-14 07:10:31,automatic,PEDRO ABAD,2023-09-30,2023.0,9.0,TARDE,4.0,Movilización,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Bosnia y Herzegovina,943 394,28.91
1055,2023,INC/0097/2023/1055,Incidencia,Energia,2023-01-15 07:01:44,automatic,PRIEGO DE CÓRDOBA,2023-09-30,2023.0,9.0,TARDE,4.0,Alerta de Robo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Lesoto,924 248,40.51
1005,2023,INC/0058/2023/1005,Incidencia,Energia,2023-01-18 07:01:03,automatic,ALMODÓVAR DEL RÍO,2023-09-30,2023.0,9.0,TARDE,5.0,Comercio ambulatorio,20.0,22.0,33.0,12.5,25.0,29.0,32.0,184.0,Kosovo,905 095,50.79
1055,2023,INC/0173/2023/1055,Incidencia,Energia,2023-01-24 07:00:27,automatic,PRIEGO DE CÓRDOBA,2023-09-30,2023.0,9.0,TARDE,5.0,Paradero Informal,7.0,8.0,9.0,11.0,5.0,8.0,8.0,56.0,Estonia,863 757,65.01
1005,2023,INC/0168/2023/1005,Incidencia,Energia,2023-01-18 07:03:24,automatic,ALMODÓVAR DEL RÍO,2023-09-30,2023.0,9.0,TARDE,5.0,Alteracion Orden Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Macedonia del Norte,853 927,41.0
1057,2023,INC/0004/2023/1057,Incidencia,Energia,2023-01-24 07:00:04,automatic,LA RAMBLA,2023-09-30,2023.0,9.0,TARDE,5.0,Zona Rígida,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Timor Oriental,841 763,63.72
1058,2023,INC/0008/2023/1058,Incidencia,Energia,2023-01-13 06:59:53,automatic,RUTE,2023-09-30,2023.0,9.0,TARDE,5.0,Pérdida de Personas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamaica,819 062,28.97
1026,2023,INC/0012/2023/1026,Incidencia,Energia,2023-01-17 07:00:11,automatic,ESPIEL,2023-09-30,2023.0,9.0,TARDE,5.0,Meretricio,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,Trinidad y Tobago,752 072,49.29
1058,2023,INC/0279/2023/1058,Incidencia,Energia,2023-01-14 07:02:33,automatic,RUTE,2023-09-30,2023.0,9.0,TARDE,5.0,Consumo Bebidas Alcohólicas - drogas,3.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,Fiyi,706 842,76.45
1026,2023,INC/0065/2023/1026,Incidencia,Energia,2023-01-17 07:05:57,automatic,ESPIEL,2023-09-30,2023.0,9.0,TARDE,5.0,Indigentes ,0.0,4.0,4.0,2.0,3.0,0.0,1.0,14.0,Yemen,697 956,2.29
1058,2023,INC/0439/2023/1058,Incidencia,Energia,2023-01-14 07:04:43,automatic,RUTE,2023-09-30,2023.0,9.0,TARDE,5.0,Movilización,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,República del Congo,695 631,11.92
1026,2023,INC/0379/2023/1026,Incidencia,Energia,2023-01-17 07:13:12,automatic,ESPIEL,2023-09-30,2023.0,9.0,TARDE,5.0,Alerta de Robo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bután,693 082,89.14
